"","top_hit","gene_id","length","eValue","bitscore","simMean","UniProtKB_entry","status","protein_names","gene_names","organism","GO_IDs","GO_terms"
"781","XP_027036647.1","Pver_g802.t1",975,0,1625.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"782","XP_027036637.1","Pver_g803.t1",348,2.9e-201,711.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"783","PFX13650.1","Pver_g804.t2",731,3e-186,664.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"784","XP_027042034.1","Pver_g805.t1",343,2.5e-187,665.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"785","XP_027042035.1","Pver_g806.t1",434,3.6e-166,595.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"786","RMX53490.1","Pver_g807.t1",184,4.1e-20,109.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"787","XP_027048823.1","Pver_g808.t2",471,2e-274,955.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"788","XP_027048822.1","Pver_g809.t1",544,4.7e-251,877.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"789","PFX30787.1","Pver_g810.t1",520,9.9e-225,790.8,78.27,"A0A2B4SQM1_STYPI","unreviewed","Protein FAM26F","Fam26f AWC38_SpisGene4443","Stylophora pistillata (Smooth cauliflower coral)","C:GO:0016020;GO:0016021","C:membrane;integral component of membrane [GO:0016021]"
"790","PFX30789.1","Pver_g811.t2",5588,0,6495.6,62.62,"A0A2B4SNT7_STYPI","unreviewed","Collagen alpha-4(VI) chain","Col6a4 AWC38_SpisGene4441","Stylophora pistillata (Smooth cauliflower coral)","C:GO:0005581;GO:0005581","C:collagen trimer;collagen trimer [GO:0005581]"
"791","XP_027048831.1","Pver_g812.t2",2438,0,4327.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"792","XP_022782109.1","Pver_g814.t2",567,4.4e-234,821.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"793","XP_022782109.1","Pver_g815.t1",930,0,1587,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"794","PFX30777.1","Pver_g816.t2",5257,0,9677.4,94.56,"A0A2B4SQK7_STYPI","unreviewed","Cytoplasmic dynein 1 heavy chain 1","Dync1h1 AWC38_SpisGene4437","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0007018; F:GO:0003723; F:GO:0005524; F:GO:0008569; C:GO:0005737; C:GO:0005874; C:GO:0030286;GO:0003723; GO:0005524; GO:0005737; GO:0005874; GO:0007018; GO:0008569; GO:0030286","P:microtubule-based movement; F:RNA binding; F:ATP binding; F:minus-end-directed microtubule motor activity; C:cytoplasm; C:microtubule; C:dynein complex;cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; RNA binding [GO:0003723]; microtubule-based movement [GO:0007018]"
"795","XP_027046434.1","Pver_g817.t1",332,1.5e-194,689.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"796","PFX30764.1","Pver_g819.t2",10720,0,20689.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"797","XP_022782180.1","Pver_g820.t1",1023,0,1816.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"798","XP_027055955.1","Pver_g821.t1",365,2.8e-207,731.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"799","XP_027055945.1","Pver_g822.t1",673,0,1178.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"800","XP_027055948.1","Pver_g823.t1",343,9.8e-194,686.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"801","XP_027055928.1","Pver_g824.t1",349,5.3e-203,717.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"802","XP_027055936.1","Pver_g825.t1",740,0,1430.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"803","XP_027055927.1","Pver_g826.t1",209,4e-105,391.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"804","XP_027055900.1","Pver_g827.t1",226,3.5e-104,388.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"805","RMX58769.1","Pver_g828.t1",554,9.1e-282,979.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"806","XP_027055882.1","Pver_g829.t1",1031,0,1231.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"807","XP_027055926.1","Pver_g830.t1",422,9.7e-244,853.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"808","XP_027055888.1","Pver_g831.t1",408,1.3e-240,842.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"809","XP_027055885.1","Pver_g832.t1",630,0,1254.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"810","XP_027055883.1","Pver_g833.t1",992,0,1920.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"811","XP_027055889.1","Pver_g834.t1",281,1.1e-158,570.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"812","XP_027055890.1","Pver_g835.t1",196,3.7e-102,381.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"813","XP_027055884.1","Pver_g836.t1",600,0,1135.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"814","XP_027055895.1","Pver_g837.t1",201,1.7e-82,317,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"815","XP_027055887.1","Pver_g838.t1",497,3.5e-277,964.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"816","XP_027055906.1","Pver_g839.t2",613,3.9e-243,851.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"817","XP_027055904.1","Pver_g840.t1",405,1.5e-233,819.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"818","XP_027055902.1","Pver_g841.t1",817,0,1307.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"819","RMX58774.1","Pver_g842.t2",481,6.1e-226,794.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"820","XP_027055913.1","Pver_g843.t2",713,0,1357.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"821","XP_027055925.1","Pver_g844.t1",489,2.3e-268,935.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"822","RMX58773.1","Pver_g845.t1",2047,0,3681.7,94.63,"A0A3M6UYL4_POCDA","unreviewed","Cytochrome c-type heme lyase (EC 4.4.1.17)","pdam_00010790","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0098655; F:GO:0004408; F:GO:0005261; F:GO:0046872; C:GO:0005743; C:GO:0016021;GO:0004408; GO:0005261; GO:0005743; GO:0016021; GO:0046872","P:cation transmembrane transport; F:holocytochrome-c synthase activity; F:cation channel activity; F:metal ion binding; C:mitochondrial inner membrane; C:integral component of membrane;integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; cation channel activity [GO:0005261]; holocytochrome-c synthase activity [GO:0004408]; metal ion binding [GO:0046872]"
"823","PFX30815.1","Pver_g846.t1",1570,0,2120.1,75.29,"A0A2B4SQZ4_STYPI","unreviewed","S-adenosylmethionine synthase (EC 2.5.1.6)","Mat2a AWC38_SpisGene4405","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0044237; F:GO:0000166; F:GO:0016740; F:GO:0043167;GO:0004478; GO:0005524; GO:0006556; GO:0006730; GO:0046872","P:cellular metabolic process; F:nucleotide binding; F:transferase activity; F:ion binding;ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine adenosyltransferase activity [GO:0004478]; one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]"
"824","RMX58751.1","Pver_g847.t1",772,0,1167.9,95.21,"A0A3M6UYJ4_POCDA","unreviewed","Uncharacterized protein (Fragment)","pdam_00010786","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0005509;GO:0005509","F:calcium ion binding;calcium ion binding [GO:0005509]"
"825","RMX58747.1","Pver_g848.t1",783,0,1126.7,72.92,"A0A3M6UYP5_POCDA","unreviewed","Uncharacterized protein (Fragment)","pdam_00010782","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0030246;GO:0030246","F:carbohydrate binding;carbohydrate binding [GO:0030246]"
"826","XP_027055908.1","Pver_g849.t1",466,3.6e-255,891.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"827","XP_027055907.1","Pver_g850.t1",288,3.2e-153,552,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"828","XP_027055940.1","Pver_g851.t1",292,1.5e-166,596.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"829","XP_027055956.1","Pver_g852.t1",615,1.4e-249,873.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"830","RMX58758.1","Pver_g853.t1",746,0,1373.2,93.43,"A0A3M6UZM2_POCDA","unreviewed","Uncharacterized protein (Fragment)","pdam_00010776","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0008146; C:GO:0016021;GO:0008146; GO:0016021","F:sulfotransferase activity; C:integral component of membrane;integral component of membrane [GO:0016021]; sulfotransferase activity [GO:0008146]"
"831","XP_027055938.1","Pver_g854.t1",215,3.2e-110,408.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"832","PFX30771.1","Pver_g855.t1",304,1.2e-158,570.1,88.16,"A0A2B4SLJ6_STYPI","unreviewed","Calcium-binding protein CML19","CML19 AWC38_SpisGene4393","Stylophora pistillata (Smooth cauliflower coral)","F:GO:0005509;GO:0005509","F:calcium ion binding;calcium ion binding [GO:0005509]"
"833","XP_027049414.1","Pver_g856.t1",155,9.4e-81,310.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"834","XP_027049412.1","Pver_g857.t1",980,0,1885.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"835","PFX30773.1","Pver_g858.t2",856,0,1205.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"836","XP_027049417.1","Pver_g859.t1",323,7.7e-155,557.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"837","XP_027049435.1","Pver_g860.t1",186,9.7e-79,303.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"838","XP_027049378.1","Pver_g861.t1",307,4.1e-155,558.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"839","XP_027049397.1","Pver_g862.t1",530,1.6e-291,1012.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"840","XP_027049398.1","Pver_g863.t1",364,4.5e-205,724.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"841","XP_027049399.1","Pver_g864.t1",162,5.3e-81,311.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"842","RMX41474.1","Pver_g865.t1",135,1.5e-60,243.8,88.15,"A0A3M6TJQ5_POCDA","unreviewed","CN hydrolase domain-containing protein","pdam_00012252","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006807;GO:0006807","P:nitrogen compound metabolic process;nitrogen compound metabolic process [GO:0006807]"
"843","XP_027049426.1","Pver_g866.t1",1349,0,2553.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"844","XP_027049400.1","Pver_g867.t1",212,2.1e-114,422.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"845","PFX11594.1","Pver_g868.t1",339,1.1e-104,391.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"846","PFX33104.1","Pver_g869.t1",843,1.5e-287,999.6,65.6,"A0A2B4SR07_STYPI","unreviewed","Uncharacterized protein","AWC38_SpisGene2034","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0042981;GO:0042981","P:regulation of apoptotic process;regulation of apoptotic process [GO:0042981]"
"847","XP_022792406.1","Pver_g870.t1",428,7.2e-194,688.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"848","RMX39581.1","Pver_g871.t1",252,6.6e-131,477.6,94.05,"A0A3M6TE26_POCDA","unreviewed","Protein kinase domain-containing protein","pdam_00020819","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006468; F:GO:0004672; F:GO:0005524;GO:0004672; GO:0005524","P:protein phosphorylation; F:protein kinase activity; F:ATP binding;ATP binding [GO:0005524]; protein kinase activity [GO:0004672]"
"849","XP_027038262.1","Pver_g872.t1",1132,0,1294.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"850","XP_027055040.1","Pver_g873.t1",174,8.8e-58,234.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"851","XP_027055040.1","Pver_g874.t1",173,1.7e-93,352.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"852","XP_027054967.1","Pver_g875.t1",322,1.2e-172,616.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"853","XP_027054972.1","Pver_g876.t1",447,1.7e-259,905.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"854","XP_027054971.1","Pver_g877.t1",1299,0,2453.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"855","XP_027054970.1","Pver_g878.t1",128,3.9e-66,261.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"856","XP_027054969.1","Pver_g879.t1",578,0,1135.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"857","XP_027054968.1","Pver_g880.t1.1.5de5c961",558,5.3e-306,1070.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"858","XP_027055023.1","Pver_g881.t1",649,0,1259.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"859","XP_027054868.1","Pver_g882.t1",184,2.7e-97,365.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"860","XP_027055013.1","Pver_g883.t1",440,1.2e-249,872.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"861","XP_027054936.1","Pver_g884.t1",830,6.1e-292,1014.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"862","XP_027054896.1","Pver_g885.t2",419,7.5e-220,775,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"863","RMX36834.1","Pver_g886.t1",270,4.2e-115,425.2,92.59,"A0A3M6T6C6_POCDA","unreviewed","Uncharacterized protein","pdam_00000956","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0016747; C:GO:0016021;GO:0016021; GO:0016747","F:acyltransferase activity, transferring groups other than amino-acyl groups; C:integral component of membrane;integral component of membrane [GO:0016021]; transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]"
"864","XP_027054897.1","Pver_g887.t1",113,1.9e-56,229.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"865","RMX36834.1","Pver_g888.t1",158,2.1e-82,315.8,98.73,"A0A3M6T6C6_POCDA","unreviewed","Uncharacterized protein","pdam_00000956","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0016747; C:GO:0016021;GO:0016021; GO:0016747","F:acyltransferase activity, transferring groups other than amino-acyl groups; C:integral component of membrane;integral component of membrane [GO:0016021]; transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]"
"866","XP_027054901.1","Pver_g889.t1",336,2.5e-178,635.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"867","XP_022778173.1","Pver_g890.t1",320,9.9e-159,570.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"868","XP_027054898.1","Pver_g891.t1",224,3.9e-68,268.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"869","XP_027054894.1","Pver_g892.t1",526,3.1e-290,1008.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"870","XP_027055010.1","Pver_g893.t1",364,1e-204,723.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"871","XP_027054998.1","Pver_g894.t1",398,1.2e-227,799.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"872","XP_027054989.1","Pver_g895.t1",388,2.6e-198,702.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"873","XP_027054987.1","Pver_g896.t1",579,7.4e-218,767.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"874","RMX36906.1","Pver_g897.t1",245,1.6e-134,489.6,100,"A0A3M6T667_POCDA","unreviewed","Uncharacterized protein","pdam_00000946","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0005525;GO:0005525","F:GTP binding;GTP binding [GO:0005525]"
"875","XP_027054976.1","Pver_g898.t1",437,1.8e-253,885.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"876","XP_027054873.1","Pver_g899.t1",95,1.3e-44,190.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"877","RMX36902.1","Pver_g900.t1",834,4.1e-203,718.8,54.2,"A0A3M6T6B6_POCDA","unreviewed","ANK_REP_REGION domain-containing protein","pdam_00000942","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016020; C:GO:0016021;GO:0016021","C:membrane; C:integral component of membrane;integral component of membrane [GO:0016021]"
"878","RMX36902.1","Pver_g901.t1",846,5.2e-206,728.4,53.78,"A0A3M6T6B6_POCDA","unreviewed","ANK_REP_REGION domain-containing protein","pdam_00000942","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016020; C:GO:0016021;GO:0016021","C:membrane; C:integral component of membrane;integral component of membrane [GO:0016021]"
"879","XP_027054934.1","Pver_g902.t1",287,3.8e-150,542.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"880","XP_027054934.1","Pver_g903.t1",724,5e-153,552,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"881","RMX36902.1","Pver_g904.t2",1061,0,1218.8,73.42,"A0A3M6T6B6_POCDA","unreviewed","ANK_REP_REGION domain-containing protein","pdam_00000942","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016020;GO:0016021","C:membrane;integral component of membrane [GO:0016021]"
"882","XP_027055004.1","Pver_g905.t1",1406,0,2636.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"883","RMX36900.1","Pver_g906.t1",315,1.2e-169,607.8,97.14,"A0A3M6T691_POCDA","unreviewed","Aspzincin_M35 domain-containing protein","pdam_00000940","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006508; F:GO:0004222; F:GO:0046872;GO:0004222; GO:0046872","P:proteolysis; F:metalloendopeptidase activity; F:metal ion binding;metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]"
"884","XP_027054920.1","Pver_g907.t1",1503,0,2922.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"885","XP_027054986.1","Pver_g908.t1",749,0,1395.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"886","XP_022785101.1","Pver_g909.t1",125,1.3e-52,216.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"887","PFX19430.1","Pver_g910.t1",246,2.5e-134,490,97.15,"A0A2B4RSB3_STYPI","unreviewed","Uncharacterized protein","AWC38_SpisGene16161","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0007165;GO:0007165","P:signal transduction;signal transduction [GO:0007165]"
"888","XP_027054955.1","Pver_g911.t2",1339,0,2531.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"889","XP_027054869.1","Pver_g912.t1",433,1.7e-179,639.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"890","PFX29009.1","Pver_g913.t1",782,0,1109.7,70.59,"A0A2B4SIQ9_STYPI","unreviewed","Acid-sensing ion channel 4","asic4 AWC38_SpisGene6294","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0006811;GO:0005272; GO:0016021","P:ion transport;integral component of membrane [GO:0016021]; sodium channel activity [GO:0005272]"
"891","XP_029202938.1","Pver_g914.t1",51,7.2e-12,80.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"892","RMX36867.1","Pver_g915.t1",490,5.4e-270,940.6,95.71,"A0A3M6T630_POCDA","unreviewed","Uncharacterized protein","pdam_00000927","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0035725; F:GO:0005272; C:GO:0016021;GO:0005272; GO:0016021","P:sodium ion transmembrane transport; F:sodium channel activity; C:integral component of membrane;integral component of membrane [GO:0016021]; sodium channel activity [GO:0005272]"
"893","XP_027054904.1","Pver_g916.t1",479,7.8e-274,953.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"894","XP_027054902.1","Pver_g917.t1",1209,0,2136.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"895","XP_027054903.1","Pver_g918.t1",835,0,1554.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"896","XP_027055009.1","Pver_g919.t1",139,2e-66,263.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"897","RMX36864.1","Pver_g920.t1",447,5.1e-259,904,97.54,"A0A3M6T6E7_POCDA","unreviewed","Uncharacterized protein","pdam_00000922","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006486; C:GO:0016021;GO:0006486; GO:0016021","P:protein glycosylation; C:integral component of membrane;integral component of membrane [GO:0016021]; protein glycosylation [GO:0006486]"
"898","XP_027055034.1","Pver_g921.t2",488,6.9e-268,933.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"899","XP_027055006.1","Pver_g922.t1",302,4.2e-180,641.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"900","XP_027054923.1","Pver_g923.t1",635,0,1191,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"901","XP_027055030.1","Pver_g924.t1",365,8e-202,713.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"902","PFX21432.1","Pver_g925.t1",2070,0,2385.9,63.77,"A0A2B4RYW3_STYPI","unreviewed","Amiloride-sensitive sodium channel subunit alpha","SCNN1A AWC38_SpisGene14084","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0006811; P:GO:0006814; P:GO:0007186; P:GO:0035725; F:GO:0004930; F:GO:0005272; C:GO:0016020; C:GO:0016021;GO:0004930; GO:0005272; GO:0016021","P:ion transport; P:sodium ion transport; P:G protein-coupled receptor signaling pathway; P:sodium ion transmembrane transport; F:G protein-coupled receptor activity; F:sodium channel activity; C:membrane; C:integral component of membrane;integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; sodium channel activity [GO:0005272]"
"903","XP_027055053.1","Pver_g926.t1",380,7.5e-187,664.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"904","XP_027054877.1","Pver_g927.t1",288,2.7e-158,568.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"905","XP_027055011.1","Pver_g928.t1",245,2.4e-138,502.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"906","XP_027055000.1","Pver_g929.t1",362,4.1e-157,565.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"907","RMX36898.1","Pver_g930.t1",269,9.9e-143,517.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"908","XP_027054979.1","Pver_g931.t1",541,3.6e-166,595.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"909","XP_022797313.1","Pver_g932.t2",651,0,1291.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"910","XP_027054990.1","Pver_g933.t1",642,0,1286.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"911","RMX36860.1","Pver_g934.t2",942,0,1869.4,97.13,"A0A3M6T655_POCDA","unreviewed","Roc domain-containing protein (Fragment)","pdam_00000896","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0000166;GO:0000166","F:nucleotide binding;nucleotide binding [GO:0000166]"
"912","RMX42038.1","Pver_g935.t1",428,4.5e-175,624.8,76.17,"A0A3M6TL59_POCDA","unreviewed","DNA-directed RNA polymerase I subunit H","pdam_00001181","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006629; P:GO:0016070; F:GO:0046872;GO:0003676; GO:0006351; GO:0006379; GO:0008270; GO:0016042; GO:0016787","P:lipid metabolic process; P:RNA metabolic process; F:metal ion binding;hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; lipid catabolic process [GO:0016042]; mRNA cleavage [GO:0006379]; transcription, DNA-templated [GO:0006351]"
"913","XP_027052807.1","Pver_g936.t1",808,0,1450.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"914","XP_027052813.1","Pver_g937.t1",326,1.8e-144,523.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"915","XP_027052744.1","Pver_g938.t1",1341,0,2347,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"916","XP_027052745.1","Pver_g939.t1.1.5de5c965",810,0,1471.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"917","KXJ14837.1","Pver_g940.t1",257,4.9e-59,239.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"918","XP_027052768.1","Pver_g941.t1",1541,2.2e-225,794.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"919","XP_027052762.1","Pver_g942.t1",1801,0,3119.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"920","XP_027052748.1","Pver_g943.t1",532,3.3e-297,1031.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"921","XP_027052803.1","Pver_g944.t1",251,4e-136,495,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"922","RMX38662.1","Pver_g945.t1",891,0,1670.6,98.99,"A0A3M6TBA0_POCDA","unreviewed","Uncharacterized protein","pdam_00005877","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0007264; P:GO:0050790; F:GO:0005085;GO:0005085; GO:0007264","P:small GTPase mediated signal transduction; P:regulation of catalytic activity; F:guanyl-nucleotide exchange factor activity;guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase mediated signal transduction [GO:0007264]"
"923","XP_027052761.1","Pver_g946.t1",529,1.5e-281,979.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"924","XP_027052793.1","Pver_g947.t1",443,4.7e-249,870.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"925","RMX38667.1","Pver_g948.t1",115,2.9e-57,231.9,96.52,"A0A3M6TB91_POCDA","unreviewed","Uncharacterized protein (Fragment)","pdam_00005874","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016021;GO:0016021","C:integral component of membrane;integral component of membrane [GO:0016021]"
"926","XP_027052746.1","Pver_g949.t2",990,0,1710.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"927","XP_027052738.1","Pver_g950.t1",1590,0,3032.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"928","RMX38666.1","Pver_g951.t1",904,0,1689.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"929","XP_027052759.1","Pver_g952.t1",3517,0,6172.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
