"gene"	"pval.treatment"	"adj.pval.treatment"	"Query"	"Source"	"Hit_accession"	"Hit_description"	"Query_length"	"Hit_length"	"Identity."	"bitscore"	"evalue"	"Coverage"	"Organism"	"Gene_ontology_IDs"
"Pver_gene_g15696"	2.38241735311776e-09	1.61145851236109e-07	"Pver_g15696.t1"	"swiss-prot"	"Q6AYH9"	"Dynein assembly factor 1, axonemal (Leucine-rich repeat-containing protein 50)"	731	218	59.6	292	5.77e-88	34.43917852	"Rattus norvegicus (Rat)"	"GO:0001947; GO:0003341; GO:0003356; GO:0005930; GO:0030324; GO:0035469; GO:0036158; GO:0036159; GO:0044458; GO:0060271; GO:0060972; GO:0070286; GO:0070840; GO:0071907; GO:0071910"
"Pver_gene_g18640"	2.46955655229088e-09	1.66290857350672e-07	"Pver_g18640.t1"	"swiss-prot"	"P28304"	"Quinone oxidoreductase 1 (EC 1.6.5.5) (NADPH:quinone reductase 1) (Zeta-crystallin homolog protein)"	816	234	39.7	165	4.05e-44	71.55963303	"Escherichia coli (strain K12)"	"GO:0003960; GO:0005737; GO:0005829; GO:0008270; GO:0034599"
"Pver_gene_g22175"	2.51841049672817e-09	1.68823446512813e-07	"Pver_g22175.t1"	"trembl"	"A0A1S3IU22"	"uncharacterized protein LOC106167464"	108	88	38.6	80.5	2.72e-15	10.55155875	"Lingula unguis"	""
"Pver_gene_g5815"	2.63168555946312e-09	1.75632846048436e-07	"Pver_g5815.t1"	"trembl"	"A0A0P4W1E2"	"Uncharacterized protein"	860	275	33.1	155	6.9e-35	15.51043429	"Scylla olivacea (orange mud crab)"	"GO:0003676; GO:0008270; GO:0015074"
"Pver_gene_g8865"	3.32575957754499e-09	2.20971707152281e-07	"Pver_g8865.t1"	"swiss-prot"	"Q8I7P9"	"Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	1664	441	32.2	211	2e-54	43.96809571	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074"
"Pver_gene_g22477"	3.48323789114139e-09	2.30415419265987e-07	"Pver_g22477.t1"	"trembl"	"A0A432IA40"	"CCHC-type domain-containing protein"	206	197	51.8	211	6.64e-60	21.32034632	"Gammaproteobacteria bacterium"	"GO:0003676; GO:0008270"
"Pver_gene_g23335"	3.85268645747289e-09	2.53736578269355e-07	"Pver_g23335.t1"	"swiss-prot"	"P08548"	"LINE-1 reverse transcriptase homolog (EC 2.7.7.49)"	402	116	37.9	84.7	2.51e-16	9.206349206	"Nycticebus coucang (Slow loris)"	"GO:0003964; GO:0046872"
"Pver_gene_g10337"	4.11237123598445e-09	2.69656622181408e-07	"Pver_g10337.t1"	"swiss-prot"	"Q8IV48"	"3'-5' exoribonuclease 1 (EC 3.1.-.-) (3'-5' exonuclease ERI1) (Eri-1 homolog) (Histone mRNA 3'-end-specific exoribonuclease) (Histone mRNA 3'-exonuclease 1) (Protein 3'hExo) (HEXO)"	882	260	49.2	271	3.24e-82	74.49856734	"Homo sapiens (Human)"	"GO:0000175; GO:0000467; GO:0000738; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006364; GO:0008408; GO:0019843; GO:0031047; GO:0031125; GO:0043022; GO:0046872; GO:0071204; GO:0071207"
"Pver_gene_g12322"	4.33444950797813e-09	2.82983016573042e-07	"Pver_g12322.t2"	"swiss-prot"	"Q06136"	"3-ketodihydrosphingosine reductase (KDS reductase) (EC 1.1.1.102) (3-dehydrosphinganine reductase) (Follicular variant translocation protein 1) (FVT-1) (Short chain dehydrogenase/reductase family 35C member 1)"	328	308	50.3	315	1.23e-105	92.77108434	"Homo sapiens (Human)"	"GO:0005615; GO:0005783; GO:0005789; GO:0006666; GO:0016020; GO:0016021; GO:0030148; GO:0047560"
"Pver_gene_g23570"	4.6340811932968e-09	3.01235338521839e-07	"Pver_g23570.t1"	"trembl"	"A0A2B4RJX7"	"Serine/threonine-protein kinase svkA"	425	193	53.9	164	6.86e-43	49.36061381	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0004674; GO:0005524"
"Pver_gene_g10204"	5.22454922952283e-09	3.38154444959116e-07	"Pver_g10204.t1"	"swiss-prot"	"O02751"	"Craniofacial development protein 2 (p97 bucentaur protein)"	334	166	24.1	60.1	1.01e-08	28.04054054	"Bos taurus (Bovine)"	"GO:0005634; GO:0005737"
"Pver_gene_g9696"	5.68805196799781e-09	3.66574198933284e-07	"Pver_g9696.t2"	"swiss-prot"	"Q9HAQ2"	"Kinesin-like protein KIF9"	776	790	49.7	748	0	100	"Homo sapiens (Human)"	"GO:0002102; GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016887; GO:0022617; GO:0031982; GO:0046983; GO:0071801; GO:1903008"
"Pver_gene_g21950"	5.83456642382626e-09	3.74409612906731e-07	"Pver_g21950.t1"	"swiss-prot"	"P20825"	"Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	273	236	38.6	152	2.06e-40	22.28517469	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"
"Pver_gene_g8819"	6.56323290880213e-09	4.19376618547118e-07	"Pver_g8819.t2"	"swiss-prot"	"P70691"	"UDP-glucuronosyltransferase 1-2 (UDPGT 1-2) (UGT1*2) (UGT1-02) (UGT1.2) (EC 2.4.1.17) (Bilirubin-specific UDPGT) (UDP-glucuronosyltransferase 1A2) (UGT1A2)"	425	405	33.3	219	1.4e-64	75.98499062	"Mus musculus (Mouse)"	"GO:0001972; GO:0005783; GO:0005789; GO:0015020; GO:0016021; GO:0019899; GO:0042803; GO:0046982; GO:0052695; GO:0052696; GO:0052697"
"Pver_gene_g18088"	6.6460880726491e-09	4.22871434317368e-07	"Pver_g18088.t1"	"no_hit"	""	""	NA	NA	NA	NA	NA	NA	""	""
"Pver_gene_g20221"	6.89801691538139e-09	4.37049037980451e-07	"Pver_g20221.t1"	"swiss-prot"	"Q54TD7"	"ATP-dependent RNA helicase ddx24 (EC 3.6.4.13) (DEAD box protein 24)"	495	80	65	110	3.51e-24	8.510638298	"Dictyostelium discoideum (Slime mold)"	"GO:0003723; GO:0003724; GO:0005524; GO:0005730"
"Pver_gene_g23123"	6.97608196863728e-09	4.40138011937216e-07	"Pver_g23123.t2"	"swiss-prot"	"Q95SX7"	"Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)"	383	162	29.6	52	6.53e-06	17.8807947	"Drosophila melanogaster (Fruit fly)"	"GO:0003964; GO:0006313"
"Pver_gene_g21427"	7.17945651033895e-09	4.49194662330207e-07	"Pver_g21427.t1"	"trembl"	"A0A2B4SPT6"	"Sodium/hydrogen exchanger"	278	189	49.7	194	1.1e-52	13.73546512	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0006885; GO:0015385; GO:0016021"
"Pver_gene_g23395"	7.17403344014145e-09	4.49194662330207e-07	"Pver_g23395.t1"	"trembl"	"A0A2B4SPZ2"	"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2"	514	227	81.1	390	3.83e-122	23.40206186	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003854; GO:0006694; GO:0016021; GO:0016853"
"Pver_gene_g22122"	7.28626917564544e-09	4.53985966562207e-07	"Pver_g22122.t1"	"no_hit"	""	""	NA	NA	NA	NA	NA	NA	""	""
"Pver_gene_g5197"	7.42874694237081e-09	4.60950678043967e-07	"Pver_g5197.t1"	"swiss-prot"	"Q8N187"	"Calcium-responsive transcription factor (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8 protein) (Calcium-response factor) (CaRF) (Testis development protein NYD-SP24)"	896	212	27.4	63.9	4.11e-09	29.24137931	"Homo sapiens (Human)"	"GO:0000978; GO:0001228; GO:0001652; GO:0003677; GO:0003700; GO:0005634; GO:0035865; GO:0051090; GO:0061400; GO:0071277"
"Pver_gene_g14746"	7.51102504342576e-09	4.641380742884e-07	"Pver_g14746.t2"	"swiss-prot"	"Q9TXJ8"	"Putative ATP-dependent DNA helicase Q1 (EC 3.6.4.12)"	590	47	53.2	63.2	4.18e-09	7.448494453	"Caenorhabditis elegans"	"GO:0000724; GO:0005524; GO:0005634; GO:0005694; GO:0005737; GO:0006268; GO:0006281; GO:0006310; GO:0009378; GO:0032508; GO:0036310"
"Pver_gene_g14249"	7.95813082904415e-09	4.89751198889045e-07	"Pver_g14249.t1"	"swiss-prot"	"Q28677"	"Solute carrier family 12 member 4 (Electroneutral potassium-chloride cotransporter 1) (Erythroid K-Cl cotransporter 1) (rbKCC1)"	1122	1098	53.1	1125	0	101.1981567	"Oryctolagus cuniculus (Rabbit)"	"GO:0015379; GO:0016021"
"Pver_gene_g11580"	8.617859511807e-09	5.28186850731812e-07	"Pver_g11580.t1"	"trembl"	"A0A2B4RKX3"	"DDE Tnp4 domain-containing protein"	273	268	62.7	366	8.61e-124	74.8603352	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g14962"	9.26508681915455e-09	5.65546925513921e-07	"Pver_g14962.t1"	"trembl"	"A0A2B4RCX6"	"CCHC-type domain-containing protein"	267	61	70.5	90.5	9.09e-17	9.457364341	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0008270; GO:0016021"
"Pver_gene_g19785"	1.07369689403106e-08	6.52738160355076e-07	"Pver_g19785.t1"	"trembl"	"A0A1X7UV65"	"Uncharacterized protein"	830	783	33.6	434	3.18e-137	106.097561	"Amphimedon queenslandica (Sponge)"	"GO:0003676"
"Pver_gene_g19461"	1.11365025079737e-08	6.7429726475699e-07	"Pver_g19461.t1"	"swiss-prot"	"Q2F7J3"	"Gag-Pol polyprotein (Pr180gag-pol) [Cleaved into: Matrix protein p15 (MA); RNA-binding phosphoprotein p12 (pp12); Capsid protein p30 (CA); Nucleocapsid protein p10 (NC-pol); Protease p14 (PR) (EC 3.4.23.-); Reverse transcriptase/ribonuclease H p80 (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4); Integrase p46 (IN) (EC 2.7.7.-) (EC 3.1.-.-)]"	1347	208	26.4	67	1.26e-09	12.00230814	"Xenotropic MuLV-related virus (isolate VP35) (XMRV)"	"GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0006310; GO:0008270; GO:0015074; GO:0016020; GO:0019013; GO:0019068; GO:0020002; GO:0039660; GO:0044826; GO:0046718; GO:0075713"
"Pver_gene_g19628"	1.13561615813769e-08	6.82096489223819e-07	"Pver_g19628.t1"	"swiss-prot"	"P03356"	"Gag-Pol polyprotein [Cleaved into: Matrix protein p15 (MA); RNA-binding phosphoprotein p12 (pp12); Capsid protein p30 (CA); Nucleocapsid protein p10-Pol (NC-pol); Protease (EC 3.4.23.-); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]"	395	121	35.5	58.2	8.55e-08	6.978085352	"AKV murine leukemia virus (AKR (endogenous) murine leukemia virus)"	"GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0006310; GO:0008270; GO:0015074; GO:0016020; GO:0019013; GO:0019068; GO:0020002; GO:0039657; GO:0039660; GO:0044185; GO:0044826; GO:0046718; GO:0072494; GO:0075713"
"Pver_gene_g21481"	1.13526606816618e-08	6.82096489223819e-07	"Pver_g21481.t1"	"trembl"	"A0A2B4S846"	"Supervillin"	106	161	48.447	89.7	1.38e-18	6.945642796	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0007010; GO:0051015"
"Pver_gene_g17432"	1.18543614620133e-08	7.09183632325067e-07	"Pver_g17432.t1"	"trembl"	"A0A2B4SV94"	"UvrD_C_2 domain-containing protein"	730	431	23.4	75.5	2.66e-10	50.58685446	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003677; GO:0003678; GO:0005524"
"Pver_gene_g18002"	1.52163363801768e-08	9.06700424939422e-07	"Pver_g18002.t2"	"swiss-prot"	"O15084"	"Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A (PP6-ARS-A) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-A) (Ankyrin repeat domain-containing protein 28) (Phosphatase interactor targeting protein hnRNP K) (PITK)"	736	722	51.9	719	0	68.5660019	"Homo sapiens (Human)"	"GO:0000139; GO:0005654; GO:0005829; GO:0048208"
"Pver_gene_g18397"	1.58219709366211e-08	9.39062116934003e-07	"Pver_g18397.t1"	"trembl"	"A0A1S3QFI7"	"proteoglycan 4-like"	943	120	34.2	76.3	4.38e-11	38.70967742	"Salmo salar (Atlantic salmon)"	""
"Pver_gene_g4247"	1.70670166063945e-08	1.00896976914024e-06	"Pver_g4247.t1"	"swiss-prot"	"Q9H078"	"Caseinolytic peptidase B protein homolog (EC 3.6.1.3) (Suppressor of potassium transport defect 3)"	256	273	58.2	310	2.45e-100	38.61386139	"Homo sapiens (Human)"	"GO:0005524; GO:0005739; GO:0016887; GO:0034605"
"Pver_gene_g4044"	1.73258895410285e-08	1.02025708763954e-06	"Pver_g4044.t1"	"swiss-prot"	"Q8K2A1"	"PTB domain-containing engulfment adapter protein 1 (Cell death protein 6 homolog) (PTB domain adapter protein CED-6) (Protein GULP)"	427	260	44.6	196	2.2e-58	85.52631579	"Mus musculus (Mouse)"	"GO:0005737; GO:0006869; GO:0006911; GO:0006915"
"Pver_gene_g13437"	1.81891451939293e-08	1.06690704778141e-06	"Pver_g13437.t1"	"no_hit"	""	""	NA	NA	NA	NA	NA	NA	""	""
"Pver_gene_g4014"	1.85198956585083e-08	1.08208075178273e-06	"Pver_g4014.t1"	"swiss-prot"	"Q6NJC8"	"50S ribosomal protein L16"	189	100	46	89	1.04e-21	72.46376812	"Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis)"	"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843"
"Pver_gene_g14271"	1.96147395668522e-08	1.14160825323974e-06	"Pver_g14271.t1"	"trembl"	"A0A1G3HJM7"	"CASPASE_P20 domain-containing protein"	905	172	29.1	81.3	3.38e-12	37.06896552	"Rhodocyclales bacterium GWA2_65_20"	"GO:0004197"
"Pver_gene_g11218"	2.01415295447862e-08	1.16774211445757e-06	"Pver_g11218.t1"	"swiss-prot"	"Q94K49"	"Protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1 (EC 3.1.-.-)"	391	187	32.086	112	2.38e-26	47.22222222	"Arabidopsis thaliana (Mouse-ear cress)"	"GO:0003682; GO:0004518; GO:0005634; GO:0031936; GO:0035098; GO:0035102; GO:0046872"
"Pver_gene_g5499"	2.46651612475589e-08	1.41905004326952e-06	"Pver_g5499.t1"	"swiss-prot"	"O00370"	"LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]"	519	237	24.9	83.2	2.3e-15	18.58823529	"Homo sapiens (Human)"	"GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305"
"Pver_gene_g14522"	2.46016470620017e-08	1.41905004326952e-06	"Pver_g14522.t2"	"swiss-prot"	"Q8NDA2"	"Hemicentin-2"	1254	996	29	358	9.93e-101	19.68768531	"Homo sapiens (Human)"	"GO:0005509; GO:0005604; GO:0005615; GO:0005938; GO:0030054; GO:0031012; GO:0032154; GO:0050896; GO:0062023"
"Pver_gene_g7066"	2.79144108558463e-08	1.5998579901198e-06	"Pver_g7066.t1"	"swiss-prot"	"Q84XI3"	"Equilibrative nucleotide transporter 8 (AtENT8) (Nucleoside transporter ENT8)"	555	175	26.3	53.5	2.74e-06	44.98714653	"Arabidopsis thaliana (Mouse-ear cress)"	"GO:0005337; GO:0005886; GO:0016021"
"Pver_gene_g22662"	2.98942787577857e-08	1.70681555067266e-06	"Pver_g22662.t1"	"swiss-prot"	"P0DP91"	"Chimeric ERCC6-PGBD3 protein (Chimeric CSB-PGBD3 protein)"	181	180	31.111	82.4	1.88e-17	16.96512724	"Homo sapiens (Human)"	"GO:0002230; GO:0005654; GO:0010628; GO:0016604; GO:0033141; GO:0043565; GO:0045739"
"Pver_gene_g15536"	3.25213527181617e-08	1.84977512278756e-06	"Pver_g15536.t1"	"swiss-prot"	"Q09575"	"Uncharacterized protein K02A2.6"	1015	330	27.3	129	6.36e-29	26.02523659	"Caenorhabditis elegans"	"GO:0003676; GO:0008270; GO:0015074"
"Pver_gene_g22409"	3.4889237226954e-08	1.97696900452808e-06	"Pver_g22409.t1"	"trembl"	"A0A1X7SIC0"	"DDE-1 domain-containing protein"	206	159	54.7	188	6.17e-57	71.62162162	"Amphimedon queenslandica (Sponge)"	"GO:0003676"
"Pver_gene_g21200"	3.50716588640563e-08	1.97983469737846e-06	"Pver_g21200.t1"	"trembl"	"A0A2B4RNA6"	"Zinc finger protein 862"	338	162	41.4	116	1.01e-24	8.886450905	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0008270; GO:0046983"
"Pver_gene_g17897"	3.56900696049666e-08	2.00719882092951e-06	"Pver_g17897.t1"	"swiss-prot"	"Q9P215"	"Pogo transposable element with KRAB domain"	431	146	41.1	131	6.22e-32	23.97372742	"Homo sapiens (Human)"	"GO:0003677; GO:0005634; GO:0006355; GO:0007275"
"Pver_gene_g463"	3.788132321123e-08	2.12248488559638e-06	"Pver_g463.t1"	"swiss-prot"	"A1L131"	"CUE domain-containing protein 2"	338	152	45.4	122	1.75e-31	56.92883895	"Rattus norvegicus (Rat)"	"GO:0005654; GO:0005829; GO:0010936; GO:0031965; GO:1900016"
"Pver_gene_g17364"	4.51947145172159e-08	2.52283952858927e-06	"Pver_g17364.t1"	"trembl"	"A0A2B4R2I3"	"SWIM-type domain-containing protein"	342	294	44.6	231	4.13e-68	57.30994152	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0008270"
"Pver_gene_g9993"	4.55851336610565e-08	2.53520876686824e-06	"Pver_g9993.t1"	"swiss-prot"	"Q9BTT6"	"Leucine-rich repeat-containing protein 1 (LANO adapter protein) (LAP and no PDZ protein)"	3366	206	36.9	119	3.34e-26	39.3129771	"Homo sapiens (Human)"	"GO:0005829; GO:0005911; GO:0005913; GO:0014069; GO:0016323; GO:0030054; GO:0043113; GO:0045197; GO:0045202; GO:0097120; GO:0098609; GO:0098887; GO:0098968"
"Pver_gene_g3141"	4.83361183624442e-08	2.67828469863639e-06	"Pver_g3141.t1"	"swiss-prot"	"Q9BXR3"	"Endogenous retrovirus group K member 6 Pol protein (HERV-K(C7) Pol protein) (HERV-K(HML-2.HOM) Pol protein) (HERV-K108 Pol protein) (HERV-K_7p22.1 provirus ancestral Pol protein) [Includes: Reverse transcriptase (RT) (EC 2.7.7.49); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN)]"	511	71	42.3	57	2.79e-07	7.426778243	"Homo sapiens (Human)"	"GO:0003677; GO:0003964; GO:0004523; GO:0006310; GO:0008270; GO:0015074; GO:0035613"
"Pver_gene_g26479"	4.90930855081751e-08	2.71022710290719e-06	"Pver_g26479.t1"	"swiss-prot"	"P10394"	"Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	1626	192	35.9	114	3.85e-24	15.5214228	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"
"Pver_gene_g18290"	5.0121624973513e-08	2.75687296923909e-06	"Pver_g18290.t1"	"trembl"	"A0A2B4SFK7"	"Voltage-dependent calcium channel subunit alpha-2/delta-2"	658	289	65.4	409	9.91e-123	17.99501868	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0030246"
"Pver_gene_g1367"	5.90683869624543e-08	3.21366267618918e-06	"Pver_g1367.t1"	"swiss-prot"	"Q54P70"	"OTU domain-containing protein DDB_G0284757 (EC 3.1.2.-)"	870	134	36.6	80.9	2.69e-14	17.49347258	"Dictyostelium discoideum (Slime mold)"	"GO:0004843"
"Pver_gene_g11418"	5.89090891879949e-08	3.21366267618918e-06	"Pver_g11418.t1"	"no_hit"	""	""	NA	NA	NA	NA	NA	NA	""	""
"Pver_gene_g22059"	5.86515616391136e-08	3.21366267618918e-06	"Pver_g22059.t1"	"nr"	"KXJ08699.1"	NA	168	146	45.9	107	6.3e-25	NA	NA	NA
"Pver_gene_g22722"	6.63822145537516e-08	3.5985391109716e-06	"Pver_g22722.t1"	"trembl"	"A0A2B4RAP9"	"Uncharacterized protein"	166	157	47.771	127	3.78e-32	41.64456233	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g14019"	6.93405662911103e-08	3.74538828570976e-06	"Pver_g14019.t1"	"trembl"	"A0A2B4R8Y3"	"Reverse transcriptase domain-containing protein"	660	428	77.3	641	0	40	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676"
"Pver_gene_g17578"	7.08173328573064e-08	3.81144469600471e-06	"Pver_g17578.t1"	"trembl"	"A0A3M6TDM6"	"Uncharacterized protein"	320	180	87.2	332	8.82e-112	88.66995074	"Pocillopora damicornis"	""
"Pver_gene_g22527"	7.24309319285372e-08	3.88436740656755e-06	"Pver_g22527.t1"	"swiss-prot"	"P20825"	"Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	197	196	37.8	140	2.06e-37	18.50802644	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"
"Pver_gene_g14350"	7.2848396563004e-08	3.89285239427071e-06	"Pver_g14350.t2"	"swiss-prot"	"Q68EF4"	"Metabotropic glutamate receptor 4 (mGluR4)"	2628	847	33.4	380	1.27e-110	92.87280702	"Mus musculus (Mouse)"	"GO:0000187; GO:0001642; GO:0004930; GO:0005516; GO:0005887; GO:0007196; GO:0007216; GO:0007268; GO:0007612; GO:0008066; GO:0031410; GO:0043005; GO:0043195; GO:0043198; GO:0048306; GO:0048787; GO:0051966; GO:0098688; GO:0098978; GO:0099059; GO:2000300"
"Pver_gene_g8004"	7.36217404857751e-08	3.92022714586666e-06	"Pver_g8004.t1"	"swiss-prot"	"P21328"	"RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)"	455	273	26.007	52	9.45e-06	29.80349345	"Drosophila melanogaster (Fruit fly)"	"GO:0003964"
"Pver_gene_g5556"	7.58088964384175e-08	4.02242540254161e-06	"Pver_g5556.t1"	"no_hit"	""	""	NA	NA	NA	NA	NA	NA	""	""
"Pver_gene_g22451"	8.38716780463432e-08	4.43456731529539e-06	"Pver_g22451.t1"	"trembl"	"A0A2B4S540"	"Pro-Pol polyprotein"	213	214	57.9	256	6.08e-75	13.49306431	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0015074"
"Pver_gene_g1861"	8.86953394040711e-08	4.65681544227808e-06	"Pver_g1861.t2"	"swiss-prot"	"Q8WWQ0"	"PH-interacting protein (PHIP) (DDB1- and CUL4-associated factor 14) (IRS-1 PH domain-binding protein) (WD repeat-containing protein 11)"	2274	807	47.1	686	0	44.31630972	"Homo sapiens (Human)"	"GO:0001932; GO:0005158; GO:0005634; GO:0006357; GO:0007010; GO:0008284; GO:0008286; GO:0008360; GO:0022604; GO:0043066; GO:0043568; GO:0045840; GO:0045893; GO:0045944; GO:0070577; GO:2001237"
"Pver_gene_g22594"	8.86825718472118e-08	4.65681544227808e-06	"Pver_g22594.t1"	"trembl"	"A0A2B4RBS5"	"Uncharacterized protein"	191	187	41.2	133	1.24e-32	27.33918129	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676"
"Pver_gene_g17701"	9.52539237227847e-08	4.98373839240883e-06	"Pver_g17701.t1"	"swiss-prot"	"Q9UFH2"	"Dynein heavy chain 17, axonemal (Axonemal beta dynein heavy chain 17) (Axonemal dynein heavy chain-like protein 1) (Ciliary dynein heavy chain 17) (Ciliary dynein heavy chain-like protein 1) (Dynein light chain 2, axonemal)"	5315	319	33.9	186	4.17e-45	7.149260421	"Homo sapiens (Human)"	"GO:0003341; GO:0003777; GO:0005524; GO:0005858; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0030286; GO:0031514; GO:0045505; GO:0051959; GO:0060285"
"Pver_gene_g16682"	9.81352110648849e-08	5.11666086579969e-06	"Pver_g16682.t1"	"trembl"	"A0A432IAC3"	"Integrase catalytic domain-containing protein"	1074	936	60	1145	0	53.03116147	"Gammaproteobacteria bacterium"	"GO:0003676; GO:0004190; GO:0015074"
"Pver_gene_g2198"	1.09753048519161e-07	5.70260130298864e-06	"Pver_g2198.t1"	"trembl"	"A0A2B4RCW6"	"Reverse transcriptase domain-containing protein"	464	168	72.6	194	1.78e-50	20.16806723	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g20547"	1.20421085711647e-07	6.23532076912448e-06	"Pver_g20547.t1"	"swiss-prot"	"Q14781"	"Chromobox protein homolog 2"	257	52	55.8	63.9	2.37e-10	9.77443609	"Homo sapiens (Human)"	"GO:0000122; GO:0000791; GO:0000792; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0006325; GO:0030154; GO:0031519; GO:0035064; GO:0035102; GO:0045137"
"Pver_gene_g13385"	1.27312517714795e-07	6.5695009141078e-06	"Pver_g13385.t2"	"swiss-prot"	"Q5R5C1"	"Uromodulin [Cleaved into: Uromodulin, secreted form]"	5076	116	45.7	102	4.96e-20	18.09672387	"Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)"	"GO:0000922; GO:0005509; GO:0005576; GO:0005929; GO:0007157; GO:0007159; GO:0007588; GO:0016323; GO:0016324; GO:0019864; GO:0031225; GO:0050801; GO:0060170; GO:0072218; GO:0072221; GO:0072233; GO:1990266"
"Pver_gene_g16970"	1.35020249687565e-07	6.94337010037151e-06	"Pver_g16970.t1"	"trembl"	"A0A2B4R9B9"	"Uncharacterized protein"	552	218	77.5	352	9.98e-108	24.71655329	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0016021"
